genes,study,relevance
NPAS3,IPAdiabetes,IPA
NPB,IPAdiabetes,IPA
NPC1L1,IPAdiabetes,IPA
NPDC1,IPAdiabetes,IPA
NPHS1,IPAdiabetes,IPA
NPL,IPAdiabetes,IPA
NPPB,IPAdiabetes,IPA
NPTX1,IPAdiabetes,IPA
NPY,IPAdiabetes,IPA
NQO1,IPAdiabetes,IPA
NQO2,IPAdiabetes,IPA
NR0B1,IPAdiabetes,IPA
NR0B2,IPAdiabetes,IPA
NR1D1,IPAdiabetes,IPA
NR1H2,IPAdiabetes,IPA
NR1H3,IPAdiabetes,IPA
NR1H4,IPAdiabetes,IPA
NR3C1,IPAdiabetes,IPA
NR3C2,IPAdiabetes,IPA
NR4A1,IPAdiabetes,IPA
NR4A2,IPAdiabetes,IPA
NR4A3,IPAdiabetes,IPA
NRAS,IPAdiabetes,IPA
NRG3,IPAdiabetes,IPA
NRGN,IPAdiabetes,IPA
NRP2,IPAdiabetes,IPA
NRSN1,IPAdiabetes,IPA
NRXN1,IPAdiabetes,IPA
NSF,IPAdiabetes,IPA
NT5E,IPAdiabetes,IPA
NTF4,IPAdiabetes,IPA
NTNG1,IPAdiabetes,IPA
NTRK1,IPAdiabetes,IPA
NTRK2,IPAdiabetes,IPA
NTRK3,IPAdiabetes,IPA
NUP155,IPAdiabetes,IPA
NUTM2A-AS1,IPAdiabetes,IPA
nutrineal,IPAdiabetes,IPA
OAS1,IPAdiabetes,IPA
Oas1d_(includes_others),IPAdiabetes,IPA
Oasl2,IPAdiabetes,IPA
OBP2B,IPAdiabetes,IPA
octreotide,IPAdiabetes,IPA
ODF4,IPAdiabetes,IPA
ofloxacin,IPAdiabetes,IPA
OGFOD1,IPAdiabetes,IPA
OGG1,IPAdiabetes,IPA
OGN,IPAdiabetes,IPA
OGT,IPAdiabetes,IPA
olanzapine,IPAdiabetes,IPA
Olfr536,IPAdiabetes,IPA
Olfr629,IPAdiabetes,IPA
Olfr1153,IPAdiabetes,IPA
olmesartan_medoxomil,IPAdiabetes,IPA
OLR1,IPAdiabetes,IPA
omacor,IPAdiabetes,IPA
omarigliptin,IPAdiabetes,IPA
omeprazole,IPAdiabetes,IPA
ONECUT1,IPAdiabetes,IPA
OOEP,IPAdiabetes,IPA
Oog1_(includes_others),IPAdiabetes,IPA
OPA1,IPAdiabetes,IPA
opioid_receptor,IPAdiabetes,IPA
OPN1SW,IPAdiabetes,IPA
OPR,IPAdiabetes,IPA
OPRD1,IPAdiabetes,IPA
OPRK1,IPAdiabetes,IPA
OPRM1,IPAdiabetes,IPA
OR11A1,IPAdiabetes,IPA
OR12D2,IPAdiabetes,IPA
OR12D3,IPAdiabetes,IPA
OR2B3,IPAdiabetes,IPA
OR2B8P,IPAdiabetes,IPA
OR51B6,IPAdiabetes,IPA
OR6N2,IPAdiabetes,IPA
orlistat,IPAdiabetes,IPA
ORM2,IPAdiabetes,IPA
OSBPL10,IPAdiabetes,IPA
otelixizumab,IPAdiabetes,IPA
ovine_testicular_hyaluronidase,IPAdiabetes,IPA
OXSM,IPAdiabetes,IPA
OXT,IPAdiabetes,IPA
oxycodone,IPAdiabetes,IPA
P2RX7,IPAdiabetes,IPA
P2RY1,IPAdiabetes,IPA
P2RY10,IPAdiabetes,IPA
P2RY12,IPAdiabetes,IPA
P2RY13,IPAdiabetes,IPA
P2RY14,IPAdiabetes,IPA
PACS2,IPAdiabetes,IPA
PACSIN1,IPAdiabetes,IPA
PADI4,IPAdiabetes,IPA
PAK1,IPAdiabetes,IPA
PAK3,IPAdiabetes,IPA
PAK4,IPAdiabetes,IPA
Pak,IPAdiabetes,IPA
PALM2AKAP2,IPAdiabetes,IPA
PAM,IPAdiabetes,IPA
Pam3-Cys-Ser-Lys4,IPAdiabetes,IPA
PANK2,IPAdiabetes,IPA
pantoprazole,IPAdiabetes,IPA
PARD3B,IPAdiabetes,IPA
PARG,IPAdiabetes,IPA
paroxetine,IPAdiabetes,IPA
PARP1,IPAdiabetes,IPA
PARP14,IPAdiabetes,IPA
PARP15,IPAdiabetes,IPA
PARP,IPAdiabetes,IPA
PAWR,IPAdiabetes,IPA
PAX2,IPAdiabetes,IPA
PAX4,IPAdiabetes,IPA
PAX6,IPAdiabetes,IPA
PBX3,IPAdiabetes,IPA
PCDH15,IPAdiabetes,IPA
PCDH11X,IPAdiabetes,IPA
PCK1,IPAdiabetes,IPA
PCNA,IPAdiabetes,IPA
PCSK2,IPAdiabetes,IPA
PCSK9,IPAdiabetes,IPA
PCYT1A,IPAdiabetes,IPA
PD173074,IPAdiabetes,IPA
PDCD1,IPAdiabetes,IPA
PDCD4,IPAdiabetes,IPA
PDCD1LG2,IPAdiabetes,IPA
PDE10A,IPAdiabetes,IPA
PDE11A,IPAdiabetes,IPA
PDE1B,IPAdiabetes,IPA
PDE2A,IPAdiabetes,IPA
PDE3A,IPAdiabetes,IPA
PDE3B,IPAdiabetes,IPA
PDE4A,IPAdiabetes,IPA
PDE4B,IPAdiabetes,IPA
PDE4C,IPAdiabetes,IPA
PDE4D,IPAdiabetes,IPA
PDE5A,IPAdiabetes,IPA
PDE7A,IPAdiabetes,IPA
PDE7B,IPAdiabetes,IPA
PDE8A,IPAdiabetes,IPA
Pdgfr,IPAdiabetes,IPA
PDGFRA,IPAdiabetes,IPA
PDGFRB,IPAdiabetes,IPA
PDGFRL,IPAdiabetes,IPA
PDIA3,IPAdiabetes,IPA
PDK1,IPAdiabetes,IPA
PDK3,IPAdiabetes,IPA
PDK4,IPAdiabetes,IPA
PDLIM4,IPAdiabetes,IPA
PDP2,IPAdiabetes,IPA
PDX1,IPAdiabetes,IPA
PDXK,IPAdiabetes,IPA
PDYN,IPAdiabetes,IPA
PEA15,IPAdiabetes,IPA
PECAM1,IPAdiabetes,IPA
pegaptanib,IPAdiabetes,IPA
pemafibrate,IPAdiabetes,IPA
PENK,IPAdiabetes,IPA
pentosidine,IPAdiabetes,IPA
pentoxifylline,IPAdiabetes,IPA
peptidoglycan,IPAdiabetes,IPA
perampanel,IPAdiabetes,IPA
perflunafene,IPAdiabetes,IPA
perindopril,IPAdiabetes,IPA
perphenazine,IPAdiabetes,IPA
PEX168,IPAdiabetes,IPA
PFKFB3,IPAdiabetes,IPA
PGF,IPAdiabetes,IPA
PGM1,IPAdiabetes,IPA
PGR,IPAdiabetes,IPA
PHACTR3,IPAdiabetes,IPA
PHB,IPAdiabetes,IPA
phentermine/topiramate,IPAdiabetes,IPA
PHF1,IPAdiabetes,IPA
PHKG2,IPAdiabetes,IPA
PHLDA3,IPAdiabetes,IPA
PHLPP1,IPAdiabetes,IPA
PHLPP2,IPAdiabetes,IPA
phosphate,IPAdiabetes,IPA
phosphatidylethanolamine,IPAdiabetes,IPA
phosphatidylinositol,IPAdiabetes,IPA
phosphatidylserine,IPAdiabetes,IPA
phosphorylcholine,IPAdiabetes,IPA
PHTF1,IPAdiabetes,IPA
PHYHD1,IPAdiabetes,IPA
physioneal_40,IPAdiabetes,IPA
PICALM,IPAdiabetes,IPA
PIEZO2,IPAdiabetes,IPA
pifithrin_alpha,IPAdiabetes,IPA
PIK3CG,IPAdiabetes,IPA
PIK3IP1,IPAdiabetes,IPA
PIK3R1,IPAdiabetes,IPA
PILRB,IPAdiabetes,IPA
PIN1,IPAdiabetes,IPA
PIN4,IPAdiabetes,IPA
pioglitazone,IPAdiabetes,IPA
pioglitazone/sulfonylurea,IPAdiabetes,IPA
piperacillin/tazobactam,IPAdiabetes,IPA
Pira11,IPAdiabetes,IPA
pirfenidone,IPAdiabetes,IPA
pitavastatin,IPAdiabetes,IPA
PITPNC1,IPAdiabetes,IPA
PJA2,IPAdiabetes,IPA
Pka_catalytic_subunit,IPAdiabetes,IPA
Pkc(s),IPAdiabetes,IPA
PKIB,IPAdiabetes,IPA
PKLR,IPAdiabetes,IPA
PKM,IPAdiabetes,IPA
PKNOX1,IPAdiabetes,IPA
PLA2G6,IPAdiabetes,IPA
PLA2G10,IPAdiabetes,IPA
PLA2G2A,IPAdiabetes,IPA
PLA2G2E,IPAdiabetes,IPA
PLA2R1,IPAdiabetes,IPA
PLAAT3,IPAdiabetes,IPA
PLAAT5,IPAdiabetes,IPA
PLAGL1,IPAdiabetes,IPA
PLAT,IPAdiabetes,IPA
platelet_activating_factor-C16,IPAdiabetes,IPA
PLAU,IPAdiabetes,IPA
PLAUR,IPAdiabetes,IPA
PLBD1,IPAdiabetes,IPA
PLCG2,IPAdiabetes,IPA
PLD3,IPAdiabetes,IPA
PLD4,IPAdiabetes,IPA
PLEK,IPAdiabetes,IPA
PLEKHG3,IPAdiabetes,IPA
plerixafor,IPAdiabetes,IPA
PLG,IPAdiabetes,IPA
PLIN1,IPAdiabetes,IPA
PLK2,IPAdiabetes,IPA
PLPP3,IPAdiabetes,IPA
PLPPR4,IPAdiabetes,IPA
PLSCR1,IPAdiabetes,IPA
PLTP,IPAdiabetes,IPA
Pmaip1,IPAdiabetes,IPA
PMPCB,IPAdiabetes,IPA
PNLIPRP3,IPAdiabetes,IPA
PNPLA2,IPAdiabetes,IPA
PNU282987,IPAdiabetes,IPA
POLB,IPAdiabetes,IPA
POLI,IPAdiabetes,IPA
POLR2M,IPAdiabetes,IPA
poly_rI:rC-RNA,IPAdiabetes,IPA
poly(ADP-ribose),IPAdiabetes,IPA
PON1,IPAdiabetes,IPA
PON2,IPAdiabetes,IPA
POR,IPAdiabetes,IPA
POU5F1,IPAdiabetes,IPA
POU6F2,IPAdiabetes,IPA
PPA1,IPAdiabetes,IPA
PPARA,IPAdiabetes,IPA
PPARD,IPAdiabetes,IPA
PPARG,IPAdiabetes,IPA
PPIA,IPAdiabetes,IPA
PPM1F,IPAdiabetes,IPA
PPM1J,IPAdiabetes,IPA
PPP1R11,IPAdiabetes,IPA
Ppp1r14bl,IPAdiabetes,IPA
PPP1R3A,IPAdiabetes,IPA
PPP1R3B,IPAdiabetes,IPA
PPP2R2B,IPAdiabetes,IPA
PPP3CA,IPAdiabetes,IPA
PPP3CB,IPAdiabetes,IPA
PPP3CC,IPAdiabetes,IPA
PPP3R1,IPAdiabetes,IPA
PPP3R2,IPAdiabetes,IPA
PPT2,IPAdiabetes,IPA
PPTC7,IPAdiabetes,IPA
pramlintide,IPAdiabetes,IPA
prasugrel,IPAdiabetes,IPA
pravastatin,IPAdiabetes,IPA
PRDM5,IPAdiabetes,IPA
PRDM10,IPAdiabetes,IPA
PRDX1,IPAdiabetes,IPA
PRDX6,IPAdiabetes,IPA
prednisolone_acetate,IPAdiabetes,IPA
prednisone,IPAdiabetes,IPA
pregabalin,IPAdiabetes,IPA
pregnenolone_sulfate,IPAdiabetes,IPA
PREP,IPAdiabetes,IPA
Presenilin,IPAdiabetes,IPA
PREX1,IPAdiabetes,IPA
PRF1,IPAdiabetes,IPA
PRKAA2,IPAdiabetes,IPA
PRKACA,IPAdiabetes,IPA
PRKACB,IPAdiabetes,IPA
PRKAR2A,IPAdiabetes,IPA
PRKAR2B,IPAdiabetes,IPA
PRKCA,IPAdiabetes,IPA
PRKCB,IPAdiabetes,IPA
PRKCD,IPAdiabetes,IPA
PRKCE,IPAdiabetes,IPA
PRKCI,IPAdiabetes,IPA
PRKCQ,IPAdiabetes,IPA
PRKCZ,IPAdiabetes,IPA
PRKDC,IPAdiabetes,IPA
PRKN,IPAdiabetes,IPA
PRLR,IPAdiabetes,IPA
PRMT1,IPAdiabetes,IPA
PRNP,IPAdiabetes,IPA
Pro-inflammatory_Cytokine,IPAdiabetes,IPA
probucol,IPAdiabetes,IPA
progesterone,IPAdiabetes,IPA
Proinsulin,IPAdiabetes,IPA
propolis,IPAdiabetes,IPA
PROS1,IPAdiabetes,IPA
prostaglandin_E1,IPAdiabetes,IPA
protamine_zinc_insulin,IPAdiabetes,IPA
protamine_zinc_insulin/rapid-acting_insulin,IPAdiabetes,IPA
protamine_zinc_insulin/short-acting_insulin,IPAdiabetes,IPA
PROX1,IPAdiabetes,IPA
PRR5,IPAdiabetes,IPA
PRRC2A,IPAdiabetes,IPA
PRRX2,IPAdiabetes,IPA
PRSS16,IPAdiabetes,IPA
prucalopride,IPAdiabetes,IPA
PRUNE2,IPAdiabetes,IPA
PSAP,IPAdiabetes,IPA
PSEN1,IPAdiabetes,IPA
PSEN2,IPAdiabetes,IPA
PSMA1,IPAdiabetes,IPA
PSMA3,IPAdiabetes,IPA
PSMB1,IPAdiabetes,IPA
PSMB5,IPAdiabetes,IPA
PSMB7,IPAdiabetes,IPA
PSMB8,IPAdiabetes,IPA
PSMB9,IPAdiabetes,IPA
PSMC2,IPAdiabetes,IPA
PSMC3,IPAdiabetes,IPA
PSMC6,IPAdiabetes,IPA
PSMD6,IPAdiabetes,IPA
PSMD7,IPAdiabetes,IPA
PSMD8,IPAdiabetes,IPA
PSMD11,IPAdiabetes,IPA
PSMD12,IPAdiabetes,IPA
PSMD14,IPAdiabetes,IPA
PSME3,IPAdiabetes,IPA
PSORS1C1,IPAdiabetes,IPA
PT2399,IPAdiabetes,IPA
PTAFR,IPAdiabetes,IPA
PTDSS1,IPAdiabetes,IPA
PTEN,IPAdiabetes,IPA
PTF1A,IPAdiabetes,IPA
PTGDS,IPAdiabetes,IPA
PTGER1,IPAdiabetes,IPA
PTGER2,IPAdiabetes,IPA
PTGER3,IPAdiabetes,IPA
PTGER4,IPAdiabetes,IPA
PTGFR,IPAdiabetes,IPA
PTGIR,IPAdiabetes,IPA
PTGIS,IPAdiabetes,IPA
PTGS1,IPAdiabetes,IPA
PTGS2,IPAdiabetes,IPA
PTH,IPAdiabetes,IPA
PTHLH,IPAdiabetes,IPA
PTPN1,IPAdiabetes,IPA
PTPN2,IPAdiabetes,IPA
PTPN5,IPAdiabetes,IPA
PTPN6,IPAdiabetes,IPA
PTPN11,IPAdiabetes,IPA
PTPN22,IPAdiabetes,IPA
PTPRC,IPAdiabetes,IPA
PTPRE,IPAdiabetes,IPA
PTPRM,IPAdiabetes,IPA
PTPRN,IPAdiabetes,IPA
PTPRO,IPAdiabetes,IPA
Ptprv,IPAdiabetes,IPA
PTPRZ1,IPAdiabetes,IPA
PTTG1,IPAdiabetes,IPA
PUM1,IPAdiabetes,IPA
PXDNL,IPAdiabetes,IPA
pyridoxine,IPAdiabetes,IPA
pyruvaldehyde,IPAdiabetes,IPA
PYY,IPAdiabetes,IPA
Pzp,IPAdiabetes,IPA
QPCT,IPAdiabetes,IPA
QPRT,IPAdiabetes,IPA
QRFPR,IPAdiabetes,IPA
quercetin,IPAdiabetes,IPA
quetiapine,IPAdiabetes,IPA
quinapril,IPAdiabetes,IPA
Rab5,IPAdiabetes,IPA
RAB14,IPAdiabetes,IPA
RAB3A,IPAdiabetes,IPA
RAB5B,IPAdiabetes,IPA
RAB6A,IPAdiabetes,IPA
RAC1,IPAdiabetes,IPA
RAC2,IPAdiabetes,IPA
RACK1,IPAdiabetes,IPA
RAF1,IPAdiabetes,IPA
RAG2,IPAdiabetes,IPA
RALGAPA2,IPAdiabetes,IPA
RALGPS1,IPAdiabetes,IPA
raloxifene,IPAdiabetes,IPA
RALYL,IPAdiabetes,IPA
ramipril,IPAdiabetes,IPA
RAMP1,IPAdiabetes,IPA
RAMP2,IPAdiabetes,IPA
RAMP3,IPAdiabetes,IPA
RAN,IPAdiabetes,IPA
RANBP9,IPAdiabetes,IPA
ranibizumab,IPAdiabetes,IPA
ranirestat,IPAdiabetes,IPA
ranolazine,IPAdiabetes,IPA
RAP1GAP2,IPAdiabetes,IPA
RAPGEF5,IPAdiabetes,IPA
rapid-acting_insulin,IPAdiabetes,IPA
RARRES2,IPAdiabetes,IPA
RASD2,IPAdiabetes,IPA
RASL10B,IPAdiabetes,IPA
Rb,IPAdiabetes,IPA
RBFOX1,IPAdiabetes,IPA
RBM19,IPAdiabetes,IPA
RBMS1,IPAdiabetes,IPA
RBP4,IPAdiabetes,IPA
RBPJL,IPAdiabetes,IPA
RCAN1,IPAdiabetes,IPA
RCC1,IPAdiabetes,IPA
RDH16,IPAdiabetes,IPA
Rdh18-ps,IPAdiabetes,IPA
reactive_oxygen_species,IPAdiabetes,IPA
recombinant_exenatide-4,IPAdiabetes,IPA
recombinant_human_epidermal_growth_factor,IPAdiabetes,IPA
recombinant-methionyl_human_leptin,IPAdiabetes,IPA
REEP5,IPAdiabetes,IPA
REG1A,IPAdiabetes,IPA
REL,IPAdiabetes,IPA
RELA,IPAdiabetes,IPA
RELN,IPAdiabetes,IPA
REN,IPAdiabetes,IPA
repaglinide,IPAdiabetes,IPA
resiquimod,IPAdiabetes,IPA
resveratrol,IPAdiabetes,IPA
RET,IPAdiabetes,IPA
retagliptin,IPAdiabetes,IPA
RETN,IPAdiabetes,IPA
RFX3,IPAdiabetes,IPA
RFX6,IPAdiabetes,IPA
RGS1,IPAdiabetes,IPA
RGS4,IPAdiabetes,IPA
RGS5,IPAdiabetes,IPA
RHCE/RHD,IPAdiabetes,IPA
rheumatoid_factor,IPAdiabetes,IPA
RHOB,IPAdiabetes,IPA
RHOBTB3,IPAdiabetes,IPA
Rhox6/Rhox9,IPAdiabetes,IPA
ribavirin,IPAdiabetes,IPA
RIDA,IPAdiabetes,IPA
rifampin,IPAdiabetes,IPA
rimonabant,IPAdiabetes,IPA
RIMS1,IPAdiabetes,IPA
RINL,IPAdiabetes,IPA
risperidone,IPAdiabetes,IPA
rituximab,IPAdiabetes,IPA
rivaroxaban,IPAdiabetes,IPA
rivastigmine,IPAdiabetes,IPA
rivoglitazone,IPAdiabetes,IPA
RNASE6,IPAdiabetes,IPA
RNASE10,IPAdiabetes,IPA
RNASET2,IPAdiabetes,IPA
RNF5,IPAdiabetes,IPA
RNF11,IPAdiabetes,IPA
RNF39,IPAdiabetes,IPA
RNF138,IPAdiabetes,IPA
RNF220,IPAdiabetes,IPA
Rnr,IPAdiabetes,IPA
ROBO2,IPAdiabetes,IPA
ROCK2,IPAdiabetes,IPA
rofecoxib,IPAdiabetes,IPA
ropivacaine,IPAdiabetes,IPA
roquinimex,IPAdiabetes,IPA
RORC,IPAdiabetes,IPA
rosiglitazone,IPAdiabetes,IPA
rosiglitazone-metformin_combination,IPAdiabetes,IPA
rosuvastatin,IPAdiabetes,IPA
RP11_759A243,IPAdiabetes,IPA
RPS6KB1,IPAdiabetes,IPA
RRAD,IPAdiabetes,IPA
RSAD2,IPAdiabetes,IPA
RSBN1,IPAdiabetes,IPA
RSPO4,IPAdiabetes,IPA
RT1-EC2,IPAdiabetes,IPA
RTKN,IPAdiabetes,IPA
RTN3,IPAdiabetes,IPA
RTN4R,IPAdiabetes,IPA
RTP4,IPAdiabetes,IPA
ruboxistaurin,IPAdiabetes,IPA
RUNX3,IPAdiabetes,IPA
Rxr,IPAdiabetes,IPA
RXRB,IPAdiabetes,IPA
RYR2,IPAdiabetes,IPA
RYR3,IPAdiabetes,IPA
S100,IPAdiabetes,IPA
S-18886,IPAdiabetes,IPA
S100A4,IPAdiabetes,IPA
S100A6,IPAdiabetes,IPA
S100A7,IPAdiabetes,IPA
S100A9,IPAdiabetes,IPA
S100A10,IPAdiabetes,IPA
S100B,IPAdiabetes,IPA
S1PR2,IPAdiabetes,IPA
SAA,IPAdiabetes,IPA
sacubitril/valsartan,IPAdiabetes,IPA
salicylhydroxamic_acid,IPAdiabetes,IPA
salsalate,IPAdiabetes,IPA
SAMD12,IPAdiabetes,IPA
SAMD4A,IPAdiabetes,IPA
SAMD9L,IPAdiabetes,IPA
sarpogrelate,IPAdiabetes,IPA
saxagliptin,IPAdiabetes,IPA
SB_290157,IPAdiabetes,IPA
SBF2,IPAdiabetes,IPA
SC5D,IPAdiabetes,IPA
SCARB1,IPAdiabetes,IPA
Scd2,IPAdiabetes,IPA
SCD,IPAdiabetes,IPA
SCG5,IPAdiabetes,IPA
Scgb1c1,IPAdiabetes,IPA
SCN10A,IPAdiabetes,IPA
SCN1A,IPAdiabetes,IPA
SCN1B,IPAdiabetes,IPA
SCN2A,IPAdiabetes,IPA
SCN5A,IPAdiabetes,IPA
SCN7A,IPAdiabetes,IPA
SCN8A,IPAdiabetes,IPA
SCN9A,IPAdiabetes,IPA
SCNN1A,IPAdiabetes,IPA
SCP2,IPAdiabetes,IPA
SDC1,IPAdiabetes,IPA
SDR16C6P,IPAdiabetes,IPA
SEC14L3,IPAdiabetes,IPA
SEL1L,IPAdiabetes,IPA
SELE,IPAdiabetes,IPA
selective_serotonin_reuptake_inhibitor,IPAdiabetes,IPA
SELENBP1,IPAdiabetes,IPA
SELENOP,IPAdiabetes,IPA
SELL,IPAdiabetes,IPA
SELP,IPAdiabetes,IPA
SEMA4C,IPAdiabetes,IPA
SEMA6B,IPAdiabetes,IPA
semagacestat,IPAdiabetes,IPA
semaglutide,IPAdiabetes,IPA
SENP3,IPAdiabetes,IPA
Serpin,IPAdiabetes,IPA
SERPINA1,IPAdiabetes,IPA
SERPINA3,IPAdiabetes,IPA
SERPINB8,IPAdiabetes,IPA
Serpinb1c,IPAdiabetes,IPA
Serpinb6d,IPAdiabetes,IPA
SERPINC1,IPAdiabetes,IPA
SERPIND1,IPAdiabetes,IPA
SERPINE1,IPAdiabetes,IPA
SERPINE2,IPAdiabetes,IPA
SERPINF1,IPAdiabetes,IPA
SERPING1,IPAdiabetes,IPA
sertraline,IPAdiabetes,IPA
SET,IPAdiabetes,IPA
SETD7,IPAdiabetes,IPA
SFTPD,IPAdiabetes,IPA
SGCB,IPAdiabetes,IPA
SGCD,IPAdiabetes,IPA
SGCZ,IPAdiabetes,IPA
SGF29,IPAdiabetes,IPA
SGIP1,IPAdiabetes,IPA
SGLT2_inhibitor,IPAdiabetes,IPA
SGSH,IPAdiabetes,IPA
SH2B1,IPAdiabetes,IPA
SH2B3,IPAdiabetes,IPA
SH2D1A,IPAdiabetes,IPA
SH2D1B,IPAdiabetes,IPA
SH2D2A,IPAdiabetes,IPA
SH3GL2,IPAdiabetes,IPA
SHBG,IPAdiabetes,IPA
short-acting_insulin,IPAdiabetes,IPA
SIGLEC10,IPAdiabetes,IPA
SIGMAR1,IPAdiabetes,IPA
sildenafil,IPAdiabetes,IPA
SIM1,IPAdiabetes,IPA
simvastatin,IPAdiabetes,IPA
simvastatin/sitagliptin,IPAdiabetes,IPA
sincalide,IPAdiabetes,IPA
sirolimus,IPAdiabetes,IPA
SIRPB1,IPAdiabetes,IPA
SIRPG,IPAdiabetes,IPA
SIRT1,IPAdiabetes,IPA
SIRT3,IPAdiabetes,IPA
SIRT6,IPAdiabetes,IPA
sitagliptin,IPAdiabetes,IPA
sitagliptin/sulfonylurea,IPAdiabetes,IPA
sitagliptin/thiazolidinedione,IPAdiabetes,IPA
sitosterol,IPAdiabetes,IPA
SK-PC-B70M,IPAdiabetes,IPA
Skint7/Skint8,IPAdiabetes,IPA
SKIV2L,IPAdiabetes,IPA
SKP2,IPAdiabetes,IPA
SLC12A1,IPAdiabetes,IPA
SLC12A3,IPAdiabetes,IPA
SLC16A3,IPAdiabetes,IPA
SLC17A3,IPAdiabetes,IPA
SLC17A4,IPAdiabetes,IPA
SLC19A2,IPAdiabetes,IPA
SLC1A2,IPAdiabetes,IPA
SLC1A3,IPAdiabetes,IPA
SLC1A4,IPAdiabetes,IPA
SLC22A1,IPAdiabetes,IPA
SLC22A6,IPAdiabetes,IPA
SLC22A7,IPAdiabetes,IPA
SLC22A15,IPAdiabetes,IPA
SLC22A17,IPAdiabetes,IPA
SLC22A25,IPAdiabetes,IPA
Slc25a1,IPAdiabetes,IPA
SLC25A38,IPAdiabetes,IPA
SLC29A3,IPAdiabetes,IPA
SLC2A1,IPAdiabetes,IPA
SLC2A2,IPAdiabetes,IPA
SLC2A3,IPAdiabetes,IPA
SLC2A4,IPAdiabetes,IPA
SLC2A9,IPAdiabetes,IPA
SLC30A3,IPAdiabetes,IPA
SLC30A8,IPAdiabetes,IPA
SLC34A1,IPAdiabetes,IPA
SLC34A3,IPAdiabetes,IPA
SLC3A2,IPAdiabetes,IPA
SLC44A3,IPAdiabetes,IPA
SLC44A4,IPAdiabetes,IPA
SLC44A5,IPAdiabetes,IPA
SLC52A2,IPAdiabetes,IPA
SLC5A1,IPAdiabetes,IPA
SLC5A2,IPAdiabetes,IPA
SLC5A7,IPAdiabetes,IPA
SLC6A2,IPAdiabetes,IPA
SLC6A3,IPAdiabetes,IPA
SLC6A4,IPAdiabetes,IPA
SLC6A6,IPAdiabetes,IPA
SLC7A2,IPAdiabetes,IPA
SLC7A11,IPAdiabetes,IPA
SLC8A1,IPAdiabetes,IPA
SLC9A1,IPAdiabetes,IPA
SLC9A4,IPAdiabetes,IPA
SLC9A6,IPAdiabetes,IPA
SLC9A8,IPAdiabetes,IPA
SLC9A9,IPAdiabetes,IPA
SLC9A3R1,IPAdiabetes,IPA
Slco1a1,IPAdiabetes,IPA
SLCO2A1,IPAdiabetes,IPA
SLIT3,IPAdiabetes,IPA
SMAD7,IPAdiabetes,IPA
SMARCD3,IPAdiabetes,IPA
SMC3,IPAdiabetes,IPA
SMDT1,IPAdiabetes,IPA
SMPD1,IPAdiabetes,IPA
SMURF2,IPAdiabetes,IPA
SMYD1,IPAdiabetes,IPA
sn-glycero-3-phosphocholine,IPAdiabetes,IPA
SNAP25,IPAdiabetes,IPA
SNAP91,IPAdiabetes,IPA
SNCA,IPAdiabetes,IPA
SNCAIP,IPAdiabetes,IPA
Snhg11,IPAdiabetes,IPA
SNHG32,IPAdiabetes,IPA
SNRNP70,IPAdiabetes,IPA
SNRPA,IPAdiabetes,IPA
SOAT1,IPAdiabetes,IPA
SOCS1,IPAdiabetes,IPA
SOCS2,IPAdiabetes,IPA
SOCS3,IPAdiabetes,IPA
SOD1,IPAdiabetes,IPA
SOD2,IPAdiabetes,IPA
sodium_bicarbonate,IPAdiabetes,IPA
sodium_chloride,IPAdiabetes,IPA
solanezumab,IPAdiabetes,IPA
soluble_beta-1__3/1__6_glucan,IPAdiabetes,IPA
somatostatin___trp(8)-,IPAdiabetes,IPA
sorbinil,IPAdiabetes,IPA
SORCS2,IPAdiabetes,IPA
SORL1,IPAdiabetes,IPA
SORT1,IPAdiabetes,IPA
sotagliflozin,IPAdiabetes,IPA
SOX2,IPAdiabetes,IPA
Sox2ot,IPAdiabetes,IPA
SP1,IPAdiabetes,IPA
SP110,IPAdiabetes,IPA
SPAG7,IPAdiabetes,IPA
SPARC,IPAdiabetes,IPA
SPATA5,IPAdiabetes,IPA
SPATS2L,IPAdiabetes,IPA
SPG7,IPAdiabetes,IPA
sphingomyelin,IPAdiabetes,IPA
sphingosine-1-phosphate,IPAdiabetes,IPA
SPHK1,IPAdiabetes,IPA
SPIB,IPAdiabetes,IPA
spironolactone,IPAdiabetes,IPA
SPN,IPAdiabetes,IPA
SPNS2,IPAdiabetes,IPA
SPOCK1,IPAdiabetes,IPA
SPON1,IPAdiabetes,IPA
SPP1,IPAdiabetes,IPA
SPRED1,IPAdiabetes,IPA
SPTLC1,IPAdiabetes,IPA
SPTLC2,IPAdiabetes,IPA
SQSTM1,IPAdiabetes,IPA
SRC,IPAdiabetes,IPA
SRD5A2,IPAdiabetes,IPA
SREBF1,IPAdiabetes,IPA
SREBF2,IPAdiabetes,IPA
SREK1,IPAdiabetes,IPA
SRF,IPAdiabetes,IPA
SRGAP2,IPAdiabetes,IPA
Srgn,IPAdiabetes,IPA
SRPK2,IPAdiabetes,IPA
SSTR1,IPAdiabetes,IPA
SSTR2,IPAdiabetes,IPA
SSTR3,IPAdiabetes,IPA
SSTR4,IPAdiabetes,IPA
SSTR5,IPAdiabetes,IPA
ST3GAL6,IPAdiabetes,IPA
STAP1,IPAdiabetes,IPA
STAR,IPAdiabetes,IPA
STAT1,IPAdiabetes,IPA
STAT2,IPAdiabetes,IPA
STAT3,IPAdiabetes,IPA
